Item,Item Number ,Quantity ,Unit Price ,Total Price ,Supplier ,URL,Subteam Lead
,,1,,0,,https://www.digikey.com/en/products/detail/adafruit-industries-llc/4279/10263862?s=N4IgjCBcoLQBxVAYygMwIYBsDOBTANCAPZQDa4ArAEwIC6AvvYVWSACxUDsAnCA0A,
